序号,学科门类,门类代码,一级学科名称,学科代码,评估结果,院校名称,学校代码,评估百分位,评估名次,评估档次,全国“博士授权”高校总数,本次参评“博士授权”高校数,本次参评高校总数,双一流学科
4903,艺术学,13,音乐与舞蹈学,1302,A-,南京艺术学院,10331,5%-10%,前3-6名,3档,11,11,69,
4955,艺术学,13,戏剧与影视学,1303,B+,南京艺术学院,10331,10%-20%,前5-10名,4档,14,13,51,
4985,艺术学,13,美术学,1304,A,南京艺术学院,10331,2%-5%,前4名,2档,15,15,93,
5054,艺术学,13,设计学,1305,A-,南京艺术学院,10331,5%-10%,前4-9名,3档,16,16,94,
102,经济学,2,理论经济学,201,C+,南京财经大学,10327,40%-50%,前36-45名,7档,39,38,90,
161,经济学,2,应用经济学,202,B,南京财经大学,10327,20%-30%,前31-46名,5档,66,58,155,
321,法学,3,法学,301,C-,南京财经大学,10327,60%-70%,前86-100名,9档,40,38,144,
597,法学,3,马克思主义理论,305,C-,南京财经大学,10327,60%-70%,前138-161名,9档,93,83,231,
1839,理学,7,统计学,714,C+,南京财经大学,10327,40%-50%,前48-60名,7档,54,51,120,
3554,工学,8,食品科学与工程,832,B-,南京财经大学,10327,30%-40%,前23-31名,6档,27,26,79,
3763,工学,8,软件工程,835,C-,南京财经大学,10327,60%-70%,前99-115名,9档,46,45,165,
4525,管理学,12,管理科学与工程,1201,C-,南京财经大学,10327,60%-70%,前112-130名,9档,90,85,187,
4600,管理学,12,工商管理,1202,B,南京财经大学,10327,20%-30%,前48-72名,5档,65,63,240,
2078,工学,8,光学工程,803,B+,南京邮电大学,10293,10%-20%,前8-16名,4档,39,36,80,
2167,工学,8,仪器科学与技术,804,C-,南京邮电大学,10293,60%-70%,前43-51名,9档,32,29,73,
2439,工学,8,电子科学与技术,809,B+,南京邮电大学,10293,10%-20%,前10-21名,4档,52,49,106,电子科学与技术
2515,工学,8,信息与通信工程,810,B+,南京邮电大学,10293,10%-20%,前13-27名,4档,64,61,137,
2668,工学,8,控制科学与工程,811,C+,南京邮电大学,10293,40%-50%,前64-81名,7档,67,64,162,
2788,工学,8,计算机科学与技术,812,B-,南京邮电大学,10293,30%-40%,前71-95名,6档,77,75,238,
3693,工学,8,软件工程,835,B,南京邮电大学,10293,20%-30%,前33-49名,5档,46,45,165,
4502,管理学,12,管理科学与工程,1201,C,南京邮电大学,10293,50%-60%,前93-112名,8档,90,85,187,
4669,管理学,12,工商管理,1202,C,南京邮电大学,10293,50%-60%,前120-144名,8档,65,63,240,
603,法学,3,马克思主义理论,305,C-,南华大学,10555,60%-70%,前138-161名,9档,93,83,231,
3003,工学,8,土木工程,814,C-,南华大学,10555,60%-70%,前80-93名,9档,56,54,134,
3207,工学,8,矿业工程,819,C,南华大学,10555,50%-60%,前14-16名,8档,18,18,28,
3325,工学,8,核科学与技术,827,B-,南华大学,10555,30%-40%,前6-8名,6档,12,11,20,
3752,工学,8,软件工程,835,C,南华大学,10555,50%-60%,前82-99名,8档,46,45,165,
3798,工学,8,安全科学与工程,837,C+,南华大学,10555,40%-50%,前20-26名,7档,20,20,52,
4056,医学,10,基础医学,1001,C+,南华大学,10555,40%-50%,前31-39名,7档,43,38,78,
10,哲学,1,哲学,101,B+,南开大学,10055,10%-20%,前8-16名,4档,48,38,84,
62,经济学,2,理论经济学,201,A,南开大学,10055,2%-5%,前4名,2档,39,38,90,
130,经济学,2,应用经济学,202,A-,南开大学,10055,5%-10%,前7-15名,3档,66,58,155,
246,法学,3,法学,301,B+,南开大学,10055,10%-20%,前14-28名,4档,40,38,144,
334,法学,3,政治学,302,A-,南开大学,10055,5%-10%,前3-7名,3档,30,28,76,
390,法学,3,社会学,303,B+,南开大学,10055,10%-20%,前6-13名,4档,24,24,65,
462,法学,3,马克思主义理论,305,A-,南开大学,10055,5%-10%,前11-23名,3档,93,83,231,
781,文学,5,中国语言文学,501,A-,南开大学,10055,5%-10%,前7-14名,3档,65,64,148,
892,文学,5,外国语言文学,502,B+,南开大学,10055,10%-20%,前14-29名,4档,41,38,163,
1038,文学,5,新闻传播学,503,C-,南开大学,10055,60%-70%,前48-56名,9档,17,17,81,
1057,历史学,6,考古学,601,B-,南开大学,10055,30%-40%,前10-14名,6档,21,21,36,
1075,历史学,6,中国史,602,A-,南开大学,10055,5%-10%,前4-8名,3档,48,48,82,
1130,历史学,6,世界史,603,A-,南开大学,10055,5%-10%,前2-5名,3档,31,31,58,世界史
1172,理学,7,数学,701,A,南开大学,10055,2%-5%,前9名,2档,76,69,182,数学
1302,理学,7,物理学,702,A-,南开大学,10055,5%-10%,前6-12名,3档,64,56,127,
1388,理学,7,化学,703,A,南开大学,10055,2%-5%,前7名,2档,69,66,150,化学
1594,理学,7,生物学,710,A-,南开大学,10055,5%-10%,前8-16名,3档,91,75,161,
1732,理学,7,生态学,713,B+,南开大学,10055,10%-20%,前10-20名,4档,57,48,100,
1792,理学,7,统计学,714,A,南开大学,10055,2%-5%,前6名,2档,54,51,120,统计学
2074,工学,8,光学工程,803,B+,南开大学,10055,10%-20%,前8-16名,4档,39,36,80,
2205,工学,8,材料科学与工程,805,B,南开大学,10055,20%-30%,前34-51名,5档,93,89,172,材料科学与工程
2446,工学,8,电子科学与技术,809,B,南开大学,10055,20%-30%,前21-31名,5档,52,49,106,
2566,工学,8,信息与通信工程,810,C,南开大学,10055,50%-60%,前68-82名,8档,64,61,137,
2625,工学,8,控制科学与工程,811,B,南开大学,10055,20%-30%,前32-48名,5档,67,64,162,
2734,工学,8,计算机科学与技术,812,B+,南开大学,10055,10%-20%,前23-47名,4档,77,75,238,
3375,工学,8,环境科学与工程,830,A-,南开大学,10055,5%-10%,前7-15名,3档,60,57,155,
3690,工学,8,软件工程,835,B,南开大学,10055,20%-30%,前33-49名,5档,46,45,165,
4044,医学,10,基础医学,1001,B-,南开大学,10055,30%-40%,前23-31名,6档,43,38,78,
4100,医学,10,临床医学,1002,B-,南开大学,10055,30%-40%,前25-34名,6档,52,48,86,
4158,医学,10,口腔医学,1003,C-,南开大学,10055,60%-70%,前23-27名,9档,16,15,39,
4282,医学,10,药学,1007,B,南开大学,10055,20%-30%,前20-31名,5档,41,37,104,
4445,管理学,12,管理科学与工程,1201,B,南开大学,10055,20%-30%,前37-56名,5档,90,85,187,
4544,管理学,12,工商管理,1202,A,南开大学,10055,2%-5%,前12名,2档,65,63,240,
4750,管理学,12,公共管理,1204,B+,南开大学,10055,10%-20%,前14-28名,4档,43,27,143,
4841,管理学,12,图书情报与档案管理,1205,B+,南开大学,10055,10%-20%,前3-7名,4档,11,10,39,
3497,工学,8,生物医学工程,831,B,南方医科大学,12121,20%-30%,前14-21名,5档,35,32,70,
4035,医学,10,基础医学,1001,B+,南方医科大学,12121,10%-20%,前7-15名,4档,43,38,78,
4099,医学,10,临床医学,1002,B,南方医科大学,12121,20%-30%,前17-25名,5档,52,48,86,
4162,医学,10,口腔医学,1003,C-,南方医科大学,12121,60%-70%,前23-27名,9档,16,15,39,
4170,医学,10,公共卫生与预防医学,1004,B+,南方医科大学,12121,10%-20%,前5-10名,4档,34,32,54,
4234,医学,10,中西医结合,1006,B+,南方医科大学,12121,10%-20%,前5-10名,4档,32,32,54,
4292,医学,10,药学,1007,B,南方医科大学,12121,20%-30%,前20-31名,5档,41,37,104,
4363,医学,10,中药学,1008,C-,南方医科大学,12121,60%-70%,前25-30名,9档,24,22,43,
4380,医学,10,护理学,1011,B,南方医科大学,12121,20%-30%,前11-17名,5档,23,22,59,
38,哲学,1,哲学,101,C+,南昌大学,10403,40%-50%,前33-42名,7档,48,38,84,
186,经济学,2,应用经济学,202,C+,南昌大学,10403,40%-50%,前62-77名,7档,66,58,155,
836,文学,5,中国语言文学,501,C+,南昌大学,10403,40%-50%,前59-74名,7档,65,64,148,
981,文学,5,外国语言文学,502,C-,南昌大学,10403,60%-70%,前88-103名,9档,41,38,163,
1015,文学,5,新闻传播学,503,B-,南昌大学,10403,30%-40%,前24-32名,6档,17,17,81,
1123,历史学,6,中国史,602,C-,南昌大学,10403,60%-70%,前49-57名,9档,48,48,82,
1248,理学,7,数学,701,C+,南昌大学,10403,40%-50%,前72-91名,7档,76,69,182,
1352,理学,7,物理学,702,C+,南昌大学,10403,40%-50%,前50-63名,7档,64,56,127,
1437,理学,7,化学,703,B-,南昌大学,10403,30%-40%,前45-60名,6档,69,66,150,
1642,理学,7,生物学,710,B-,南昌大学,10403,30%-40%,前48-64名,6档,91,75,161,
1775,理学,7,生态学,713,C,南昌大学,10403,50%-60%,前50-60名,8档,57,48,100,
1929,工学,8,力学,801,C-,南昌大学,10403,60%-70%,前48-56名,9档,53,52,80,
1995,工学,8,机械工程,802,B-,南昌大学,10403,30%-40%,前56-75名,6档,93,89,189,
2229,工学,8,材料科学与工程,805,B-,南昌大学,10403,30%-40%,前51-68名,6档,93,89,172,材料科学与工程
2575,工学,8,信息与通信工程,810,C,南昌大学,10403,50%-60%,前68-82名,8档,64,61,137,
2818,工学,8,计算机科学与技术,812,C+,南昌大学,10403,40%-50%,前95-119名,7档,77,75,238,
3038,工学,8,水利工程,815,C-,南昌大学,10403,60%-70%,前29-34名,9档,24,24,49,
3118,工学,8,化学工程与技术,817,B-,南昌大学,10403,30%-40%,前43-57名,6档,54,51,144,
3420,工学,8,环境科学与工程,830,B-,南昌大学,10403,30%-40%,前46-62名,6档,60,57,155,
3529,工学,8,食品科学与工程,832,A,南昌大学,10403,2%-5%,前3名,2档,27,26,79,
4055,医学,10,基础医学,1001,C+,南昌大学,10403,40%-50%,前31-39名,7档,43,38,78,
4106,医学,10,临床医学,1002,B-,南昌大学,10403,30%-40%,前25-34名,6档,52,48,86,
4316,医学,10,药学,1007,C+,南昌大学,10403,40%-50%,前41-52名,7档,41,37,104,
4402,医学,10,护理学,1011,C-,南昌大学,10403,60%-70%,前35-41名,9档,23,22,59,
4470,管理学,12,管理科学与工程,1201,B-,南昌大学,10403,30%-40%,前56-74名,6档,90,85,187,
4673,管理学,12,工商管理,1202,C,南昌大学,10403,50%-60%,前120-144名,8档,65,63,240,
4783,管理学,12,公共管理,1204,B-,南昌大学,10403,30%-40%,前42-57名,6档,43,27,143,
5100,艺术学,13,设计学,1305,C,南昌大学,10403,50%-60%,前47-56名,8档,16,16,94,
552,法学,3,马克思主义理论,305,C+,南昌航空大学,10406,40%-50%,前92-115名,7档,93,83,231,
2108,工学,8,光学工程,803,C,南昌航空大学,10406,50%-60%,前40-48名,8档,39,36,80,
2153,工学,8,仪器科学与技术,804,C+,南昌航空大学,10406,40%-50%,前29-36名,7档,32,29,73,
2268,工学,8,材料科学与工程,805,C,南昌航空大学,10406,50%-60%,前86-103名,8档,93,89,172,
3421,工学,8,环境科学与工程,830,B-,南昌航空大学,10406,30%-40%,前46-62名,6档,60,57,155,
3732,工学,8,软件工程,835,C+,南昌航空大学,10406,40%-50%,前66-82名,7档,46,45,165,
573,法学,3,马克思主义理论,305,C,南通大学,10304,50%-60%,前115-138名,8档,93,83,231,
864,文学,5,中国语言文学,501,C-,南通大学,10304,60%-70%,前88-103名,9档,65,64,148,
2034,工学,8,机械工程,802,C,南通大学,10304,50%-60%,前94-113名,8档,93,89,189,
2559,工学,8,信息与通信工程,810,C+,南通大学,10304,40%-50%,前54-68名,7档,64,61,137,
2698,工学,8,控制科学与工程,811,C-,南通大学,10304,60%-70%,前97-113名,9档,67,64,162,
4047,医学,10,基础医学,1001,B-,南通大学,10304,30%-40%,前23-31名,6档,43,38,78,
4121,医学,10,临床医学,1002,C,南通大学,10304,50%-60%,前43-51名,8档,52,48,86,
22,哲学,1,哲学,101,B,厦门大学,10384,20%-30%,前16-25名,5档,48,38,84,
72,经济学,2,理论经济学,201,B+,厦门大学,10384,10%-20%,前9-18名,4档,39,38,90,
128,经济学,2,应用经济学,202,A,厦门大学,10384,2%-5%,前7名,2档,66,58,155,
242,法学,3,法学,301,A-,厦门大学,10384,5%-10%,前7-14名,3档,40,38,144,
342,法学,3,政治学,302,B+,厦门大学,10384,10%-20%,前7-15名,4档,30,28,76,
399,法学,3,社会学,303,B,厦门大学,10384,20%-30%,前13-19名,5档,24,24,65,
437,法学,3,民族学,304,B-,厦门大学,10384,30%-40%,前9-12名,6档,15,14,31,
506,法学,3,马克思主义理论,305,B,厦门大学,10384,20%-30%,前46-69名,5档,93,83,231,
624,教育学,4,教育学,401,B+,厦门大学,10384,10%-20%,前10-20名,4档,31,30,101,
808,文学,5,中国语言文学,501,B,厦门大学,10384,20%-30%,前29-44名,5档,65,64,148,
897,文学,5,外国语言文学,502,B+,厦门大学,10384,10%-20%,前14-29名,4档,41,38,163,
1003,文学,5,新闻传播学,503,B+,厦门大学,10384,10%-20%,前8-16名,4档,17,17,81,
1060,历史学,6,考古学,601,C+,厦门大学,10384,40%-50%,前14-18名,7档,21,21,36,
1081,历史学,6,中国史,602,B+,厦门大学,10384,10%-20%,前8-16名,4档,48,48,82,
1142,历史学,6,世界史,603,B,厦门大学,10384,20%-30%,前11-17名,5档,31,31,58,
1192,理学,7,数学,701,B+,厦门大学,10384,10%-20%,前18-36名,4档,76,69,182,
1314,理学,7,物理学,702,B+,厦门大学,10384,10%-20%,前12-25名,4档,64,56,127,
1391,理学,7,化学,703,A,厦门大学,10384,2%-5%,前7名,2档,69,66,150,化学
1547,理学,7,海洋科学,707,A+,厦门大学,10384,前2%,前2名,1档,12,10,22,海洋科学
1598,理学,7,生物学,710,A-,厦门大学,10384,5%-10%,前8-16名,3档,91,75,161,生物学
1735,理学,7,生态学,713,B+,厦门大学,10384,10%-20%,前10-20名,4档,57,48,100,生态学
1795,理学,7,统计学,714,A,厦门大学,10384,2%-5%,前6名,2档,54,51,120,统计学
1928,工学,8,力学,801,C-,厦门大学,10384,60%-70%,前48-56名,9档,53,52,80,
1993,工学,8,机械工程,802,B-,厦门大学,10384,30%-40%,前56-75名,6档,93,89,189,
2106,工学,8,光学工程,803,C,厦门大学,10384,50%-60%,前40-48名,8档,39,36,80,
2139,工学,8,仪器科学与技术,804,B,厦门大学,10384,20%-30%,前14-21名,5档,32,29,73,
2213,工学,8,材料科学与工程,805,B,厦门大学,10384,20%-30%,前34-51名,5档,93,89,172,
2451,工学,8,电子科学与技术,809,B,厦门大学,10384,20%-30%,前21-31名,5档,52,49,106,
2532,工学,8,信息与通信工程,810,B,厦门大学,10384,20%-30%,前27-41名,5档,64,61,137,
2648,工学,8,控制科学与工程,811,B-,厦门大学,10384,30%-40%,前48-64名,6档,67,64,162,
2745,工学,8,计算机科学与技术,812,B+,厦门大学,10384,10%-20%,前23-47名,4档,77,75,238,
2899,工学,8,建筑学,813,C+,厦门大学,10384,40%-50%,前21-27名,7档,16,16,54,
2988,工学,8,土木工程,814,C,厦门大学,10384,50%-60%,前67-80名,8档,56,54,134,
3084,工学,8,化学工程与技术,817,B+,厦门大学,10384,10%-20%,前14-28名,4档,54,51,144,
3386,工学,8,环境科学与工程,830,B+,厦门大学,10384,10%-20%,前15-31名,4档,60,57,155,
3515,工学,8,生物医学工程,831,C,厦门大学,10384,50%-60%,前35-42名,8档,35,32,70,
3698,工学,8,软件工程,835,B,厦门大学,10384,20%-30%,前33-49名,5档,46,45,165,
4054,医学,10,基础医学,1001,C+,厦门大学,10384,40%-50%,前31-39名,7档,43,38,78,
4122,医学,10,临床医学,1002,C,厦门大学,10384,50%-60%,前43-51名,8档,52,48,86,
4182,医学,10,公共卫生与预防医学,1004,B-,厦门大学,10384,30%-40%,前16-21名,6档,34,32,54,
4222,医学,10,中医学,1005,C-,厦门大学,10384,60%-70%,前22-25名,9档,20,20,37,
4299,医学,10,药学,1007,B-,厦门大学,10384,30%-40%,前31-41名,6档,41,37,104,
4454,管理学,12,管理科学与工程,1201,B,厦门大学,10384,20%-30%,前37-56名,5档,90,85,187,
4548,管理学,12,工商管理,1202,A,厦门大学,10384,2%-5%,前12名,2档,65,63,240,
4757,管理学,12,公共管理,1204,B+,厦门大学,10384,10%-20%,前14-28名,4档,43,27,143,
4885,艺术学,13,艺术学理论,1301,C+,厦门大学,10384,40%-50%,前20-25名,7档,19,18,50,
4922,艺术学,13,音乐与舞蹈学,1302,B-,厦门大学,10384,30%-40%,前20-27名,6档,11,11,69,
4957,艺术学,13,戏剧与影视学,1303,B+,厦门大学,10384,10%-20%,前5-10名,4档,14,13,51,
5033,艺术学,13,美术学,1304,C,厦门大学,10384,50%-60%,前46-55名,8档,15,15,93,
5108,艺术学,13,设计学,1305,C-,厦门大学,10384,60%-70%,前56-65名,9档,16,16,94,
483,法学,3,马克思主义理论,305,B+,合肥工业大学,10359,10%-20%,前23-46名,4档,93,83,231,
1230,理学,7,数学,701,B-,合肥工业大学,10359,30%-40%,前54-72名,6档,76,69,182,
1581,理学,7,地质学,709,C+,合肥工业大学,10359,40%-50%,前8-11名,7档,17,15,22,
1688,理学,7,生物学,710,C-,合肥工业大学,10359,60%-70%,前96-112名,9档,91,75,161,
1927,工学,8,力学,801,C-,合肥工业大学,10359,60%-70%,前48-56名,9档,53,52,80,
1961,工学,8,机械工程,802,B+,合肥工业大学,10359,10%-20%,前18-37名,4档,93,89,189,
2116,工学,8,光学工程,803,C-,合肥工业大学,10359,60%-70%,前48-56名,9档,39,36,80,
2130,工学,8,仪器科学与技术,804,B+,合肥工业大学,10359,10%-20%,前7-14名,4档,32,29,73,
2212,工学,8,材料科学与工程,805,B,合肥工业大学,10359,20%-30%,前34-51名,5档,93,89,172,
2363,工学,8,动力工程及工程热物理,807,C-,合肥工业大学,10359,60%-70%,前50-58名,9档,43,42,84,
2387,工学,8,电气工程,808,B,合肥工业大学,10359,20%-30%,前16-25名,5档,40,39,84,
2458,工学,8,电子科学与技术,809,B-,合肥工业大学,10359,30%-40%,前31-42名,6档,52,49,106,
2544,工学,8,信息与通信工程,810,B-,合肥工业大学,10359,30%-40%,前41-54名,6档,64,61,137,
2647,工学,8,控制科学与工程,811,B-,合肥工业大学,10359,30%-40%,前48-64名,6档,67,64,162,
2744,工学,8,计算机科学与技术,812,B+,合肥工业大学,10359,10%-20%,前23-47名,4档,77,75,238,
2893,工学,8,建筑学,813,B-,合肥工业大学,10359,30%-40%,前16-21名,6档,16,16,54,
2942,工学,8,土木工程,814,B,合肥工业大学,10359,20%-30%,前26-40名,5档,56,54,134,
3037,工学,8,水利工程,815,C-,合肥工业大学,10359,60%-70%,前29-34名,9档,24,24,49,
3099,工学,8,化学工程与技术,817,B,合肥工业大学,10359,20%-30%,前28-43名,5档,54,51,144,
3437,工学,8,环境科学与工程,830,C+,合肥工业大学,10359,40%-50%,前62-77名,7档,60,57,155,
3547,工学,8,食品科学与工程,832,B,合肥工业大学,10359,20%-30%,前15-23名,5档,27,26,79,
3603,工学,8,城乡规划学,833,C+,合肥工业大学,10359,40%-50%,前20-25名,7档,13,13,51,
3697,工学,8,软件工程,835,B,合肥工业大学,10359,20%-30%,前33-49名,5档,46,45,165,
4413,管理学,12,管理科学与工程,1201,A,合肥工业大学,10359,2%-5%,前9名,2档,90,85,187,管理科学与工程（自定）
4575,管理学,12,工商管理,1202,B+,合肥工业大学,10359,10%-20%,前24-48名,4档,65,63,240,
734,教育学,4,体育学,403,B,吉林体育学院,10208,20%-30%,前15-23名,5档,21,21,78,
1653,理学,7,生物学,710,C+,吉林农业大学,10193,40%-50%,前64-80名,7档,91,75,161,
1782,理学,7,生态学,713,C,吉林农业大学,10193,50%-60%,前50-60名,8档,57,48,100,
3551,工学,8,食品科学与工程,832,B-,吉林农业大学,10193,30%-40%,前23-31名,6档,27,26,79,
3824,农学,9,作物学,901,B-,吉林农业大学,10193,30%-40%,前12-16名,6档,30,30,42,
3874,农学,9,农业资源与环境,903,B-,吉林农业大学,10193,30%-40%,前10-13名,6档,19,18,34,
3899,农学,9,植物保护,904,B-,吉林农业大学,10193,30%-40%,前10-14名,6档,24,20,35,
3930,农学,9,畜牧学,905,C+,吉林农业大学,10193,40%-50%,前17-22名,7档,30,28,44,
3949,农学,9,兽医学,906,B,吉林农业大学,10193,20%-30%,前8-12名,5档,20,20,41,
